,gym_name,overall_rating,review_text,date,review_count
48,The Roxy,3.5,"Ah, the Roxy. I remember my Roxy days well. Jaggermeister pyramids, bad band music, and dancing on the bar. All in all, a great time!

The Roxy Night Club generally appeals to an older crowd, but don't let that stop you. Featuring live bands (and, on weekends, the regular house band), the dance floor is always full.

The Roxy's not fancy, but it's long been the city's top nightlife spot because, frankly, it's just a kickass rock and roll club. Be prepared to line up.",2008-10-20T18:24:34Z,120
49,The Roxy,3.5,"""I love this bar!""  

I came here for the first time 5 years ago...a guy who knew absolutely nothing about dancing.  It was Monday night and completely dead except for 2 young couples who made me feel at ease.  I was worried about making a fool of myself and when i saw them doing dumb drunk things i realized i had nothing to worry about.  And my motivation was kept up by the astonishingly great cover band!  

I returned on different nights and discovered there were other house bands which had different sounds, talents and looks.  It was all good.  

I've gone to different clubs downtown and now not so much.  The Roxy somehow filters out the clientele that is pretentious-they don't go here it seems.  Other guys here tend to high five me rather than give me attitude like at other places.  

The staff is friendly to me even though i'm not a big spender.  I don't get it except that maybe whoever hires them does a damn good job of bringing in friendly people.  

One time way back there was this issue with a bartender and a bouncer smoothed it over for me even though he was asked to eject me.  And another time some dude pushed me on the dance floor and a bouncer was on him before i had gotten back up!

When i'm smiling, there's always a girl who wants to dance with me.  If i'm not, i'm invisible.  So my experience here as anywhere depends a bit on the energy i project.  And this is the place that makes it easiest for me to smile.",2016-08-29T12:37:41Z,120
50,The Roxy,3.5,"Decent priced drinks, great music, great crowd. Found it funny that they were playing Lion King in a club, but it added an interesting aspect. Played pool in the back which was so fun but a little cramped.",2018-04-09T17:37:03Z,120
51,The Roxy,3.5,"If you like watered down drinks and being ripped off, this is the place for you! 

If you like dancing with people twice your age (or half your age), this is also probably the place for you! 

And, if you enjoy uninterested house bands playing marginal covers, this is also probably the place for you!",2016-01-03T20:33:52Z,120
52,The Roxy,3.5,"If you are looking for a good club to go to with your group of relatively young friends (19-21) I would not recommend the Roxy. It was relatively inexpensive and the bar service was fast, but the army of older men flanking the perimeter of the club combined with the comically bad setlist basically left my group uncomfortable and feeling out of place. This place is probably great for those in the 30+ age range looking to hear some classic and party rock hits, but for the lower end of the club age range I'd recommend finding a club with a younger crowd and better entertainment.",2019-08-03T15:14:34Z,120
53,The Roxy,3.5,"The Roxy is so dear to my heart! My days at the Roxy began when I was just 18. I met so many friends there, especially my dear, precious friend Blaine (the owner) and fabulous Sasha! I spent years dancing, drinking, laughing and playing at The Roxy. I grew up there! I even met my husband there! 26 years later, here we are reminiscing about those days! We spent a weekend there a couple years ago for our anniversary. We stopped in and had the pleasure of seeing Blaine and Sasha and met all the sweet staff. They made our anniversary the best we've EVER had. My heart will always be at The Roxy.",2016-07-17T21:58:51Z,120
54,The Roxy,3.5,"I'd heard a lot of bad things about the Roxy when I was asking for suggestions on where to go on my first night out - meat market, kind of grungy ect. However, once we were already out and had left Republic (because THAT was terrible) my friend convinced me to go in; it was so much fun! There was a live band that play covers of great songs, old and new, low lighting, and a packed dance floor! Sure, there are a lot of guys there but when are there not? You do want to go with friends because if you're a pretty girl, some grosser guys will try to dance with you. I didn't have a problem with getting away from them though ahaha
I danced tons, and every other song was one of my favourites - true classics. It's very loud, but that's to be expected. 
I went there for my second time on Saturday and had even better time. The bouncer let us in cover free ""for being angelic"" and because we were celebrating my friends birthday. Such a nice guy. Wasn't too hard to get drinks once inside, and the songs were amazing as I expected. 
It's really hard to find places that play old school, good songs and that's why I don't typically like clubs. The Roxy does not disappoint - 70s and 80s classic rock, 90s alt and various bands, plus only the best pop of today. It is the only place where I feel like I can dance how I want too. 10/10",2017-05-09T20:16:06Z,120
55,The Roxy,3.5,"Ah The Roxy it may be a Vancouver institution but so is the corner of Hastings & Main. A place that defies time and yes taste. But to experience this Land that Taste Forgot you must pay $15 bucks then you can enter the den of 1990 but with 2020 prices!!
 You will first notice the smell, it is a mix of Axe body spray, shame and stale overpriced beer. Sure everyone should experience this place once maybe twice depending on your drunkenness and need to possibly catch a STD or maybe Ebola. Can you have fun here sure but should you?",2011-03-20T23:09:13Z,120
56,The Roxy,3.5,"I can't believe I haven't reviewed the Roxy yet. 

I'm not sure why but the Roxy appears to be everyone's secret shame. Everyone rants and wails about how they hate the Roxy and swear locusts will have to swarm the city before they ever go there but once you get a beer in them everyone breaks down and admits they love it there. 

Well, if they are closeted I'm out living in the sunshine and I'm loving it! I have three words for the Roxy: A. MAY .ZING. 

The reason everyone loves it here, and why I love it here, is I'm not sure anyone has EVER had a bad time at the Roxy. But I digress, lets get the worst of it out of the way right now...the line. 

The dreaded line. It may as well go all the way across the Granville bridge some nights and I can see the tear rolling down your cheek when it comes into your view. I'd have more sympathy for you but you showed up at 10 and didn't put yourself on the guest lists did you? Sympathy revoked! 

The Roxy is the Roxy because there is an amazing mix of everyone from Vancouver in one place, which means that everyone is going there. Which means, unlike the rest of the Vancouver nightlife scene which doesn't get going till at least 11, this is hoping by 9pm. Please pay close attention to that little word there ""BY"" 9pm. If you're not in line by 9pm or are on the guest list or know someone personally you're done for. Like anywhere else that is a Vancouver institution, its busy and you have to plan ahead. 

OK, so you worked it out, you emailed in advance for the guest list (give yourself 3 weeks in advance for Saturdays), you got through the line in an easy 30 minutes or less, you paid your cover, they swiped your ID and you're in! 

Success! 

There is a coat check in the back but not open until 10pm so don't worry about it. Now drinks are priced the same as any other place in Vancouver so don't act surprised when a beer is $6. But the bartenders are ridiculously friendly and helpful. Don't forget not to get jammed up on the bar at the door either, there are 6 more places to get drinks: To the left of the door is a beer stand, take a heavy right handed U-turn to end up at the other front bar, go straight back to the rear bar, get your beer at coat check, yet another beer stand by the woman's washroom, or find your way into the little extra room in the back to yet another bar. 7 easy ways to get drinks! 

Depending on the night and the rotation you'll get one or the other of the house bands. Both of them do cover songs that everybody loves from current tunes to oldies. Between sets the DJ does a great job in keeping everyone lively. The dance floor is small and intimate and always packed so you never feel out of place. 

Don't feel like dancing? There are two pool tables, one in the front and one in the back room. There are also some tables and booths along the wall as well as a little lounge area in the back if you want to get out of the middle of things for a little while and chat someone up. 

And then above and beyond, the reason this place is amazing, it attracts everyone from celebrities to college kids and everyone in between. No one is too old and no one with a legit ID is too young. No such thing as rich or poor, everyone mingles and plays nice. You're almost guaranteed to meet awesome people, a Canuck or two and maybe some visiting stars. 

Every day of the week has a live band, with local up and coming bands usually playing early on Tuesday and Wednesdays, with the house band and DJ coming on after, so for those of you who don't have weekends off, this is a great place for midweek partying. 

Watch out for annual events like the graffiti party, where everyone gets a white tshirt and a sharpie, their anniversary party, or just Halloween and new years. Always a destination. Always mind blowing.

I honestly hope to see you there.",2009-08-25T23:25:12Z,120
57,The Roxy,3.5,"This podunk place was more hyped up to me than Halle Berry's nude scene in Swordfish - i.e., I would have been better off staying home and whacking it to KCal 9's weather girl. 

It's a bar, ok... A bar with a 5 dollar cover and a shitty cowboy band? Umm, this type of shit gets people off in Canada? Still, I am a simple guy; when forced into a shitty situation, I can usually drink my way out of it. But wow, wow.... A Jameson on the rocks is a perfectly poured one ounce shot of whiskey over ice? So to then get a normal American pour, I have to ask for a triple at 15 dollars? Luckily they have free health care here, because if I had to pay those prices on a regular basis you better be damn sure that the morphine drip is free when I fake a hemorrhage.

Oh yeah, later in the night all the chicks freaked out because some scrub 4th liner from the Canucks showed up. To my fellow Americans; picture Adam Morrison of the Lakers showing up to a bar and the people there actually giving a shit, let alone have him sign a titty. 

I'll pass on this place next time I'm in Vancouver.",2011-11-03T08:00:00Z,120
58,The Roxy,3.5,"Had a great time here. Place is pretty busy but I had no issues while inside. Band played mostly covers but I don't think anyone really cares. The atmosphere is nice and hazy, and the bar tenders were very nice to my surprise. 

I guess I'll say the inside is a bit smaller than it looks and the dance floor can't hold that many people,  but does anyone honestly care about that? I don't know.",2014-10-21T19:13:14Z,120
59,The Roxy,3.5,"Same story for years, but apparently it works. Packed wall-to-wall with Caucasians, of the Canuck fan variety and with a good lookin' mix of peeps, this place continues its legacy as the busiest bar along the Strip. 

It's all about its rep and the crowd here. Otherwise, I don't get the appeal. It smells BAD. It's got that sweaty feeling. It's super run-down. Service is meh. Washrooms are meh. Music is a live band alternated with top 40, and the live music is good, but the band plays the same music every week (classic hits over the decade that everyone knows). The experience has been the exact same each time I've come for the past 3 years, and I've come a lot. I've never been a fan, but my North Van friends always tend to migrate to The Roxy... sigh ... but I will give it to them. They do have a good system in place. And if this is your scene, you will have a wicked time.",2011-12-04T11:33:01Z,120
60,The Roxy,3.5,"It has been over 12 years since I have been at the Roxy and I had a great time.  I can't believe I am saying this but the $13 cover last Friday seemed like good value! The house band played a variety of pop tune covers from the last 20 years and the age range was 25-65, no kidding.  Dress how you will, just be clean.

$6 beers and we waited only 5 minutes in line even though our group of 9 arrived at 9:30 pm.  By midnight, it was packed like sardines but, we had our fill and were ready to leave because we are old.

Of course it is too loud, of course it is rundown and out-of-date, of course there are oafish drunks in the crowd.  What kind of place do you think you are going to?  This is The Roxy for crying out loud!",2013-12-15T03:38:07Z,120
